Start,End,Open,High,Low,Close,Volume,Market Cap
2020-08-28,2020-08-29,11320.184264047,11504.097677571,11290.095889202,11496.830217387,32588672017.06571,211036707877.26074
2020-08-29,2020-08-30,11502.402891201,11551.262488124,11437.270815301,11485.101567395,24334715746.665592,212233299545.35403
2020-08-30,2020-08-31,11471.661267574,11704.63523542,11468.275352439,11697.794368445,25043705473.359047,214429322463.49957
2020-08-31,2020-09-01,11715.379855157,11764.463114918,11578.522318313,11655.998698678,28817684113.387596,215789549308.06436
2020-09-01,2020-09-02,11650.160999794,12044.02118838,11551.451658336,11921.754916292,36030623507.373924,219184566363.103
2020-09-02,2020-09-03,11924.492570654,11945.582651837,11231.67949673,11399.148968018,40828722689.696045,213802951608.03683
2020-09-03,2020-09-04,11388.867878174,11435.020123456,10103.862176104,10215.669958645,41460895659.59449,203871519785.94684
2020-09-04,2020-09-05,10158.236884224,10602.968795159,10108.684939321,10473.519453043,51279765458.53506,191811080129.68982
2020-09-05,2020-09-06,10448.690166223,10547.916974341,9902.977528811,10129.786654306,47745079004.76771,189709036351.37555
2020-09-06,2020-09-07,10170.035547011,10339.13787418,9998.060703423,10257.229742702,56682146859.29868,188480626407.75604
2020-09-07,2020-09-08,10248.393996744,10392.073189199,9896.301801447,10356.444382971,41532337191.218475,187748825397.5337
2020-09-08,2020-09-09,10373.819673671,10397.842526217,9893.738057579,10112.206366256,40939773951.82829,187507101788.04895
2020-09-09,2020-09-10,10116.665555577,10335.324719057,9983.509539052,10214.15437465,37822798641.018166,188204222607.76273
2020-09-10,2020-09-11,10222.607116174,10464.140794506,10222.607116174,10334.638647185,32645377052.380928,190999091019.74768
2020-09-11,2020-09-12,10336.832477149,10386.96005936,10215.871866891,10374.778150971,32078835059.6971,190370332139.1267
2020-09-12,2020-09-13,10385.229624919,10476.97009882,10275.987112159,10438.37739278,27091848643.13046,191680565611.28262
2020-09-13,2020-09-14,10441.288022204,10558.520969717,10218.636885809,10315.666411066,28367164217.130424,192127881478.09885
2020-09-14,2020-09-15,10327.098000193,10737.483586635,10252.702899764,10665.113719053,31933742977.118027,194196335567.50446
2020-09-15,2020-09-16,10671.462234795,10926.458731416,10637.487731928,10782.99980322,36621455087.98503,199132248074.60287
2020-09-16,2020-09-17,10782.041277235,11079.289955111,10675.817591205,10946.921228692,38086295936.335106,201366679797.4612
2020-09-17,2020-09-18,10943.450985538,11036.74463961,10767.361964834,10934.419674311,38373393891.39983,201350751779.82166
2020-09-18,2020-09-19,10939.784675648,11018.743956734,10821.367226748,10916.970917053,33299227979.830162,201992991337.57605
2020-09-19,2020-09-20,10933.952567389,11139.965954687,10892.869243459,11076.850892878,29847423554.188065,203594887334.84723
2020-09-20,2020-09-21,11083.428565628,11083.428565628,10779.619326367,10914.687407947,27984393947.678074,201893765074.58337
2020-09-21,2020-09-22,10920.987708412,10982.259479574,10349.49247776,10427.87773384,32049045619.888496,197524615883.1043
2020-09-22,2020-09-23,10415.099656746,10557.444927881,10365.734692215,10531.351535286,31760586510.95583,193612405817.5007
2020-09-23,2020-09-24,10529.278889306,10530.332328559,10180.505865872,10231.051311501,24341912905.56212,192973686929.94873
2020-09-24,2020-09-25,10233.353551861,10763.753730141,10219.333956901,10731.532396808,28632863994.68496,193160151426.6561
2020-09-25,2020-09-26,10734.536108508,10747.708065832,10567.237308721,10683.395234217,27637879181.215015,197360295367.15005
2020-09-26,2020-09-27,10685.945175407,10769.907328673,10653.131775757,10739.742577529,22140813155.50458,198168996917.2775
2020-09-27,2020-09-28,10729.819960376,10794.712348307,10620.55817204,10766.522449088,19197868192.35896,198230862184.9998
2020-09-28,2020-09-29,10774.254373833,10937.007798492,10699.633719153,10702.472833045,22685381479.70504,201247059797.85535
2020-09-29,2020-09-30,10692.352301853,10855.716137049,10652.236132304,10839.962683468,23902695206.731125,198551103778.67227
2020-09-30,2020-10-01,10840.600465445,10843.68932657,10668.735161548,10766.814094563,22225613190.089066,198798360069.81042
2020-10-01,2020-10-02,10777.14188193,10903.287513844,10472.415389694,10614.303326871,23740107473.44365,199013390077.45288
2020-10-02,2020-10-03,10621.707590072,10662.01398036,10413.940889279,10566.494383933,28608315279.56241,194792345004.85968
2020-10-03,2020-10-04,10570.3669008,10593.702973227,10501.486144013,10541.32189207,20391901419.668594,195151108986.78842
2020-10-04,2020-10-05,10542.058432858,10684.270999744,10524.731279637,10665.698551049,15472962156.749538,196195661643.79477
2020-10-05,2020-10-06,10667.057547703,10784.67081854,10629.995139918,10784.67081854,18073068400.64185,198061224066.4084
2020-10-06,2020-10-07,10788.032090117,10792.260377989,10536.776390174,10604.446854355,19914334722.337044,198030505841.4181
2020-10-07,2020-10-08,10602.399002304,10679.02790455,10567.965459144,10665.252260679,20562068864.540302,196530345918.35196
2020-10-08,2020-10-09,10670.215540269,10931.023279932,10554.550295531,10898.551843619,18775481110.702206,198619252012.8514
2020-10-09,2020-10-10,10920.198990255,11101.815678242,10841.66081493,11066.190869882,23417400425.568005,203184007851.05823
2020-10-10,2020-10-11,11050.675887512,11463.743640155,11050.675887512,11294.994190302,23905936788.754456,209734341242.70096
2020-10-11,2020-10-12,11294.712927937,11429.451339051,11279.862578901,11376.435109896,18400993816.97632,210284916214.8166
2020-10-12,2020-10-13,11369.010052727,11696.482701892,11245.106890736,11544.137639625,21028934723.031235,211837518482.52734
2020-10-13,2020-10-14,11531.360287501,11542.293836596,11324.197128691,11423.480015091,27767799953.70613,211938062475.14423
2020-10-14,2020-10-15,11422.024201063,11544.578698772,11292.511892291,11426.367479344,22671063126.89314,211064738669.40564
2020-10-15,2020-10-16,11417.105463767,11573.553664506,11291.765080966,11492.615897338,23046051336.079063,211240903137.5844
2020-10-16,2020-10-17,11498.950040832,11539.220687877,11234.819023931,11312.662784187,25895236932.838688,210346030915.73874
2020-10-17,2020-10-18,11316.374413365,11386.519670632,11278.311545193,11368.484736962,18609745832.274216,209973844655.3754
2020-10-18,2020-10-19,11358.127960306,11490.015808249,11349.941714456,11490.015808249,15237087835.406223,211547198368.24194
2020-10-19,2020-10-20,11500.032381833,11799.991170623,11420.516174237,11748.376783365,18200393175.51507,214382343089.30347
2020-10-20,2020-10-21,11751.373870164,12004.208235424,11696.289357278,11910.242112809,26904815394.834343,219245674076.90637
2020-10-21,2020-10-22,11908.741437109,13190.093701222,11891.811346113,12808.795951863,38524738667.9235,230398925866.8069
2020-10-22,2020-10-23,12799.953004596,13162.648280435,12698.499309463,12958.537189204,44415617058.03408,239244404696.4159
2020-10-23,2020-10-24,12964.757291175,13014.063168254,12740.00614402,12929.022175701,32656688931.649178,239378934757.29083
2020-10-24,2020-10-25,12929.781613193,13139.417631239,12869.964614238,13117.174729466,22616597577.987717,241080144140.2053
2020-10-25,2020-10-26,13115.294062256,13327.975490285,12915.832170488,13020.811715896,23616907117.363083,241630988925.63992
2020-10-26,2020-10-27,13022.015623294,13215.246307023,12821.645820653,13065.536025938,23955461477.269844,241914487368.11047
2020-10-27,2020-10-28,13057.489332144,13775.681647134,13057.489332144,13651.54050526,32537705770.876247,247385893170.58356
2020-10-28,2020-10-29,13639.746153222,13837.306744368,12960.025985765,13275.481261315,40460863642.23352,249011575352.0386
2020-10-29,2020-10-30,13276.349224381,13629.991957156,12987.72993908,13443.531522235,35824326414.72994,246797158758.76465
2020-10-30,2020-10-31,13456.609309997,13661.960099167,13151.416225459,13568.837248108,35824994060.33563,248695600092.55972
2020-10-31,2020-11-01,13554.960433884,13984.749251489,13431.717613355,13795.526547596,32985934324.839626,254384806361.32748
2020-11-01,2020-11-02,13794.548579995,13881.86907219,13629.063928135,13735.006857626,27500088064.669514,254930532220.35904
2020-11-02,2020-11-03,13760.888840264,13826.961490536,13269.505306607,13576.968475843,28341039633.36889,251772697765.86133
2020-11-03,2020-11-04,13556.446654126,14034.321131344,13304.122320606,13973.248876644,31957453140.12342,252079847197.62527
2020-11-04,2020-11-05,14017.051388679,14212.511632163,13589.969148761,14132.96094433,36787608742.723,257381109205.72293
2020-11-05,2020-11-06,14140.354542161,15710.756207542,14100.780242686,15558.525408402,45894350397.81075,272633809887.8374
2020-11-06,2020-11-07,15589.384002602,15922.325592996,15204.987932447,15547.052549124,64505570471.967636,288455228523.34344
2020-11-07,2020-11-08,15568.616616084,15741.75486188,14448.630728465,14821.983251777,43966023319.82191,284108062641.75586
2020-11-08,2020-11-09,14815.051319972,15613.433272935,14748.256936569,15499.081293284,44191246290.48436,281457720322.22363
2020-11-09,2020-11-10,15478.313162689,15798.201003642,14836.543568078,15326.156847868,39301152286.42476,284840712675.19946
2020-11-10,2020-11-11,15313.694553525,15429.005972833,15104.414981969,15280.16349114,42038978766.00832,283781645786.3733
2020-11-11,2020-11-12,15297.95996981,15949.504404586,15282.011824356,15687.480248155,34076621281.51302,288682936493.8948
2020-11-12,2020-11-13,15691.609029632,16299.943642833,15492.641331258,16279.270538159,42629399358.63863,294819304889.72314
2020-11-13,2020-11-14,16297.187308657,16463.293772256,15984.115886145,16316.137259339,46113488949.94295,301643276630.3249
2020-11-14,2020-11-15,16320.047202877,16320.047202877,15725.309160914,16083.588047602,36181426857.15586,296890514838.0307
2020-11-15,2020-11-16,16068.098174684,16131.798573711,15796.54343862,15961.34578839,31319340855.48677,296296699173.90576
2020-11-16,2020-11-17,15948.492682357,16842.984015706,15884.87538072,16725.110727362,32816346805.621357,303249393769.39136
2020-11-17,2020-11-18,16703.980983878,17829.764716014,16577.525090457,17683.759275981,45999622881.28087,316502527418.307
2020-11-18,2020-11-19,17664.951637795,18475.035135983,17395.811764732,17827.839147466,72012568910.56276,331419792599.43823
2020-11-19,2020-11-20,17769.081098984,18139.036177408,17395.282348173,17806.276919319,61088362075.88866,330660347306.1966
2020-11-20,2020-11-21,17799.981883673,18798.614588928,17763.988551961,18641.285031419,51247577103.92673,339782497230.51886
2020-11-21,2020-11-22,18665.474201417,18956.343147325,18478.416523698,18709.05738082,51342425635.76762,346810483009.7195
2020-11-22,2020-11-23,18673.990470469,18740.898903377,17648.898807899,18413.52696735,51842917681.28616,341719648443.3331
2020-11-23,2020-11-24,18400.416213361,18750.758655205,18032.684212936,18374.452581293,56013957456.03462,341944154690.56366
2020-11-24,2020-11-25,18383.260531659,19412.494296575,18042.082974004,19121.511413257,65582487334.32913,349606772372.26
2020-11-25,2020-11-26,19151.452512233,19461.568641658,18547.979034051,18770.202102024,66020446070.152565,353357152750.164
2020-11-26,2020-11-27,18736.048866346,18911.148774185,16290.953384122,17072.810341953,76574550473.94511,322683382857.048
2020-11-27,2020-11-28,17157.384114714,17419.958076123,16487.301507563,17076.842021809,66090936294.65946,315076279273.9348
2020-11-28,2020-11-29,17133.441135915,17846.943770415,16877.451531342,17707.715790133,40948231069.951706,320959715771.8824
2020-11-29,2020-11-30,17725.686439674,18309.851983355,17549.51547626,18162.123474769,39169112135.10042,333623131271.31573
2020-11-30,2020-12-01,18181.615199899,19802.678916793,18181.615199899,19721.874730214,47907519457.72852,350768118966.7203
2020-12-01,2020-12-02,19692.233922332,19877.368317356,18338.560347128,18855.043740295,68651048241.23216,357418673134.3429
2020-12-02,2020-12-03,18756.509652358,19330.508182511,18356.075312073,19201.276130857,64736169956.75906,351583352343.0996
2020-12-03,2020-12-04,19217.923079202,19587.145690129,18909.027573004,19427.95495995,45460478689.58614,357548224634.56726
2020-12-04,2020-12-05,19430.848422085,19510.639948124,18643.370271105,18737.192660312,42711852976.52263,354653480586.11646
2020-12-05,2020-12-06,18660.486213047,19167.433320893,18560.029882503,19127.656824482,43493402326.58658,352394017893.1268
2020-12-06,2020-12-07,19153.421243258,19374.851388494,18891.567772225,19336.692554651,31248872995.053795,355303487880.7596
2020-12-07,2020-12-08,19363.53181553,19403.803149876,18940.871913412,19190.037781381,33514897152.7213,356357579476.0403
2020-12-08,2020-12-09,19169.816020354,19268.377649289,18279.488207537,18325.054202865,36072867923.53677,351716110113.325
2020-12-09,2020-12-10,18328.8917672,18624.633202136,17656.943459076,18569.987699691,51894238233.16762,339169288875.3209
2020-12-10,2020-12-11,18541.854651712,18541.854651712,17939.981718382,18261.878450329,42051607215.352486,339862101398.04816
2020-12-11,2020-12-12,18236.776368782,18236.776368782,17604.050116716,18062.118986906,51456006610.403404,333126430004.28265
2020-12-12,2020-12-13,18017.348725996,18905.259874457,18017.348725996,18804.794708687,37864610631.46234,342883193664.7577
2020-12-13,2020-12-14,18795.239774701,19393.314747018,18719.958388883,19169.338451969,36129560660.676926,354908722065.1165
2020-12-14,2020-12-15,19181.39628037,19346.860365094,19021.829780335,19270.746809811,35594491140.733116,355900072299.115
2020-12-15,2020-12-16,19273.916377975,19540.782576846,19086.032634755,19434.070313033,37207256823.11252,359262989996.6772
2020-12-16,2020-12-17,19424.010728277,21395.554438724,19306.677136097,21367.096307987,48227478063.0557,372499190037.11926
2020-12-17,2020-12-18,21349.656699156,23656.653474484,21265.801183126,22823.459093674,119966786315.09962,419778522334.20374
2020-12-18,2020-12-19,22796.249239005,23239.698771323,22397.095505447,23113.992587247,117018623816.43909,424807678680.4707
2020-12-19,2020-12-20,23131.044599635,24077.494140633,22830.897794011,23844.568074264,63655496241.651764,433408582772.57513
2020-12-20,2020-12-21,23859.672112771,24249.957202152,23101.09890077,23516.402834426,71034858155.1023,438084395865.3526
2020-12-21,2020-12-22,23488.415479729,24065.517799416,22119.2995308,22882.157922681,85145371413.05922,432068558158.5985
2020-12-22,2020-12-23,22743.911418829,23801.640166626,22446.747379281,23801.640166626,83963380723.3052,428962781517.2181
2020-12-23,2020-12-24,23816.037879536,24011.068616736,22789.244690985,23261.78519646,72103119537.01994,437386596217.99243
2020-12-24,2020-12-25,23248.203805431,23749.014698362,22751.926015518,23733.030486264,74435058818.58348,431381467833.6405
2020-12-25,2020-12-26,23719.237056744,24715.078304629,23463.626206427,24652.036519447,57592757106.51821,446375556422.2871
2020-12-26,2020-12-27,24700.991337835,26698.367293831,24519.990432487,26446.973570052,68174322705.22489,469618701988.9011
2020-12-27,2020-12-28,26463.426391226,28331.092732215,26011.660346306,26326.481838017,102567647652.80286,503085319304.98663
2020-12-28,2020-12-29,26269.009679172,27431.904401123,26111.95778725,27147.366752087,99495188799.21472,501662962255.18304
2020-12-29,2020-12-30,27070.01978185,27392.54054504,26077.269943543,27392.54054504,68162303669.41168,496187947758.57556
2020-12-30,2020-12-31,27375.345815751,28938.018882515,27375.345815751,28810.020485478,73712221377.4698,523104839357.07214
2020-12-31,2021-01-01,28863.191665694,29272.578048891,27986.65215298,28977.96181814,79271345825.66364,536314969327.7447
2021-01-01,2021-01-02,28938.896887849,29560.027545775,28718.621788419,29300.190935827,64558591251.664345,542990405376.4353
2021-01-02,2021-01-03,29329.695772117,33158.612438293,29014.295883824,32093.264962249,70104243266.33328,570431197310.0917
2021-01-03,2021-01-04,32148.04850009,34717.662741718,32057.582962965,32877.607282615,124349523093.6553,621795048370.9535
2021-01-04,2021-01-05,32949.399464061,33553.450548496,29066.665437713,31973.832153912,130918256520.55829,591803523640.4302
2021-01-05,2021-01-06,32023.293432691,34359.990071466,30087.201861593,33965.160423041,125426476003.27278,598928102301.8455
2021-01-06,2021-01-07,33895.701913021,36904.218251055,33315.06731261,36904.218251055,120556816942.46577,646919963464.8158
2021-01-07,2021-01-08,36814.681967048,40164.159004366,36345.635772118,39493.128514839,141292953594.38013,706528659351.8286
2021-01-08,2021-01-09,39437.44033739,41849.906402124,36711.862224526,40703.290535401,172295440554.826,739499799350.0328
2021-01-09,2021-01-10,40577.810043195,41291.465971185,38819.670094577,40129.000498579,134582898528.89247,749903824715.6616
2021-01-10,2021-01-11,40083.81722368,41255.979202664,35933.661817445,38299.01960037,107609376316.1692,737715778475.4187
2021-01-11,2021-01-12,38223.373713229,38223.373713229,30592.255264247,35569.722698726,182855100854.80692,638126812425.5908
2021-01-12,2021-01-13,35549.971250334,36524.892022449,32957.846755722,33949.396834015,176864618865.55716,648089950366.6829
2021-01-13,2021-01-14,34060.129315687,37626.126561642,32445.497996412,37359.33215959,126174618899.73375,645088905820.236
2021-01-14,2021-01-15,37394.122642209,40000.014205919,36882.027990631,39304.686213759,114931563480.27837,716637812011.46
2021-01-15,2021-01-16,39280.298435092,39645.499119445,34599.968353321,36678.950398519,117305372507.91306,697436710488.2584
2021-01-16,2021-01-17,36833.613578222,37910.764213,35624.47868503,36178.180209501,123693873048.22154,685154441525.9501
2021-01-17,2021-01-18,36061.523742763,36682.760628346,34095.169184682,35786.417028053,92863643157.15813,663270945739.4935
2021-01-18,2021-01-19,35822.529922864,37365.984728677,34840.492160995,36714.843204834,85952054615.28078,670424015901.1846
2021-01-19,2021-01-20,36632.318175571,37701.57868118,36163.74097879,36177.487494105,94696323432.83704,685127879868.8513
2021-01-20,2021-01-21,36002.594349953,36371.093896625,33593.671874948,35636.110992082,98186705206.41495,653840590324.3937
2021-01-21,2021-01-22,35477.524459469,35477.524459469,30202.762335505,30892.802357827,104277748205.7988,613606162666.3647
2021-01-22,2021-01-23,30838.199012273,33800.961797821,28997.512820993,32836.135575065,139223374167.47925,592458335565.279
2021-01-23,2021-01-24,32976.472137391,33293.433935943,31464.568450061,32045.83959395,92468003469.68347,601514283280.0835
2021-01-24,2021-01-25,32081.018951845,32941.580322984,31122.253072711,32261.744350118,71915450466.46252,599252216356.291
2021-01-25,2021-01-26,32224.508685312,34818.219001231,32130.657203999,32272.783841286,85932342667.28577,620636318880.9111
2021-01-26,2021-01-27,32305.898873031,32773.465650469,31013.714458819,32577.768696891,94141056517.76187,594982368471.0361
2021-01-27,2021-01-28,32503.855990523,32503.855990523,29329.891444801,30305.343778842,90755198572.16115,578889895940.6112
2021-01-28,2021-01-29,30400.930931436,33755.549370921,29932.908804984,33117.572836963,102591907666.95448,590626513517.468
2021-01-29,2021-01-30,33332.491752266,38320.825534633,32011.680302496,34241.186845666,152370872355.5225,651330512374.7645
2021-01-30,2021-01-31,34309.766648854,34823.466472083,33037.986187976,34333.107938735,144056482145.46536,633604068982.4443
2021-01-31,2021-02-01,34275.231552263,34275.231552263,32213.318325273,33136.139470858,79168365015.20486,622243238404.2793
2021-02-01,2021-02-02,33082.843766076,34599.997674392,32402.29412938,33513.441195617,89774569869.48357,627169519579.1973
2021-02-02,2021-02-03,33536.478066134,35943.342298691,33536.478066134,35507.127708897,86758683273.6702,645559209205.8447
2021-02-03,2021-02-04,35476.1418073,37565.357808704,35476.1418073,37551.934350785,89352747406.26642,680092225536.1284
2021-02-04,2021-02-05,37659.040571778,38734.575564407,36321.734428475,36938.034865347,95050564959.05241,698357377544.645
2021-02-05,2021-02-06,36977.782665012,38280.062918168,36634.285663123,37945.964473995,100182647822.41147,699542082662.3137
2021-02-06,2021-02-07,38300.044187397,40858.551618965,38288.9866536,39191.507551212,106251967992.13086,742154277235.7987
2021-02-07,2021-02-08,39260.740661719,39654.670372592,37389.634955593,38888.638236331,102991144866.25604,720053161966.9513
2021-02-08,2021-02-09,38857.116947072,46225.496408246,38044.110471874,46225.496408246,118889434701.5687,766279221913.979
2021-02-09,2021-02-10,46533.336937715,47893.551624022,45164.667993773,46511.520580186,183198175979.178,868140615964.038
2021-02-10,2021-02-11,46504.799902823,47281.526416141,43864.280561659,44866.502278149,129490884290.81744,852080990171.5688
2021-02-11,2021-02-12,44809.542155379,48523.099663924,44049.822985271,47680.424437754,125776147417.46045,860969534626.3812
2021-02-12,2021-02-13,47991.937162717,48654.384425336,46459.805609765,47622.56892074,137346856098.88525,885659635122.4756
2021-02-13,2021-02-14,47299.703224291,48089.521489205,46402.367688975,47056.769564544,143039618394.03668,879475823410.589
2021-02-14,2021-02-15,47123.820707547,49566.060732911,47123.820707547,48673.329709376,144739442865.15906,904294295184.9419
2021-02-15,2021-02-16,48643.603406616,48884.837314601,46167.980204254,47981.977492583,121933582464.31573,890979166011.1172
2021-02-16,2021-02-17,47927.987260302,50344.017500916,47187.624536482,49261.050774171,128596282134.78947,909963253204.201
2021-02-17,2021-02-18,49128.607890832,52514.956601818,49088.69796565,52127.620932861,142714894908.7139,948273280355.4424
2021-02-18,2021-02-19,52091.9258349,52493.726678308,50920.666933165,51656.846873218,120111456625.69244,966867951236.198
2021-02-19,2021-02-20,51564.717399117,56229.120609577,50856.485178347,55795.155052979,113055134900.88725,989022402978.7489
2021-02-20,2021-02-21,55841.110508027,57530.021690749,54753.834239833,56008.787435495,140453622250.90015,1047912759137.8967
2021-02-21,2021-02-22,55969.530622648,58301.831486473,55560.541830753,57367.946141722,139771860152.9566,1062173524746.6239
2021-02-22,2021-02-23,57411.011820817,57411.011820817,49410.201627632,54153.655191753,149261235644.12186,1019306544378.4252
2021-02-23,2021-02-24,54099.980661749,54099.980661749,45256.179829757,48514.382154476,212151513117.87042,913257487103.7423
2021-02-24,2021-02-25,48889.930494258,51223.540344033,47169.071104729,49577.667053636,174558097499.38934,927168184009.3646
2021-02-25,2021-02-26,49668.13321001,51791.921327804,47264.216595606,47372.377990661,124602948614.84659,931552716323.3297
2021-02-26,2021-02-27,46986.597533968,48380.671216384,44499.997793876,46205.257719958,136768565573.61697,868707953809.0167
2021-02-27,2021-02-28,46266.026627925,48346.552952293,45136.062526661,46202.313746958,119956885361.70639,878310825155.0222
2021-02-28,2021-03-01,46132.387057359,46540.991962894,43164.542809999,44986.744834586,94856286509.80986,834743254119.4801
2021-03-01,2021-03-02,45109.070026715,49752.650170761,45015.584230531,49557.936855621,112766464735.36377,886579969867.6401
2021-03-02,2021-03-03,49589.983816828,50179.372781384,47150.26015529,48245.59608153,111601588572.5958,905796140014.7062
2021-03-03,2021-03-04,48466.456336849,52513.115293311,48144.564786964,50593.579779577,108365200914.1684,939512750119.2106
2021-03-04,2021-03-05,50451.119242724,51738.864851054,47633.154237724,48523.779583539,119186130857.47658,920924781727.3862
2021-03-05,2021-03-06,48450.016215223,49389.980902438,46414.588639148,48901.915683951,117859323450.23126,889473556807.4288
2021-03-06,2021-03-07,48819.984558032,49081.953510424,47155.957542722,48884.800434591,97560333723.04031,901644582923.7635
2021-03-07,2021-03-08,48872.693979548,51409.226747725,48872.693979548,51409.226747725,86479140578.54686,935917409235.7894
2021-03-08,2021-03-09,50934.444601724,52326.862441311,49375.174275611,52326.862441311,101647849696.18727,946662347610.6323
2021-03-09,2021-03-10,52265.016204683,54839.979170391,51976.019157041,54759.461685978,117158259798.89163,1006047046299.8694
2021-03-10,2021-03-11,54854.79160754,57286.432450221,53174.377203494,55998.739272912,120454358101.13034,1032239421687.4233
2021-03-11,2021-03-12,55865.299828819,58131.335829341,54483.025390398,57633.699811129,138622973047.75595,1049412610454.1602
2021-03-12,2021-03-13,57716.881672776,58031.000810363,55195.349719158,57278.155019056,132357056562.19308,1059963767316.9438
2021-03-13,2021-03-14,57250.137875209,61662.205960194,56089.273978716,61297.997385093,133874862330.59613,1096783082569.1348
2021-03-14,2021-03-15,61219.3484261,61617.996614711,59380.018943745,59380.018943745,122350418659.22339,1127962802204.3772
2021-03-15,2021-03-16,59150.403028178,60550.874707961,55338.280935723,55723.949158947,127943028372.57341,1072861279123.0306
2021-03-16,2021-03-17,55571.193837491,56788.88400522,53393.033648816,56455.998436302,129824122177.71213,1032475724522.9333
2021-03-17,2021-03-18,56857.306066143,58863.677485496,54376.494725263,58711.978740212,103479709533.54459,1047096715188.0651
2021-03-18,2021-03-19,58891.031996406,60024.601875333,57287.611931323,57687.520560171,113184110344.01257,1090993900551.0859
2021-03-19,2021-03-20,57666.273208078,59448.831135223,56348.064844074,58091.623667025,101631795534.46152,1087318165332.2467
2021-03-20,2021-03-21,58098.078393289,59869.85,58016.579631578,58219.82,87958442364.3281,1096422104535.9305
2021-03-21,2021-03-22,58057.69,58549.97,55928.752149681,57392.205695478,95572143441.6789,1068857787372.2863
2021-03-22,2021-03-23,57384.45757667,58200.01,53833.723780522,54249.990775698,92548643674.98073,1059665036029.6736
2021-03-23,2021-03-24,54185.29357863,55799.02,53213.99894907,54599.961810643,109449851792.81044,1020684367089.926
2021-03-24,2021-03-25,54464.941296883,57028.63,52075.590680334,52584.785401622,99933043546.1793,1029272089119.4928
2021-03-25,2021-03-26,52382.797866628,53139.130244138,50572.98432636,51412.192011042,131460234153.92424,972876679744.1349
2021-03-26,2021-03-27,51355.704557906,55002.769793935,51355.704557906,55002.769793935,108542946098.89214,992845345259.7603
2021-03-27,2021-03-28,55008.056535533,56456.803917721,54033.568678451,55917.880112079,88506866566.9326,1029633507508.1704
2021-03-28,2021-03-29,55841.634784662,56489.17,54850.21,55861.95,82011404713.58173,1042070133008.1964
2021-03-29,2021-03-30,55748.632014917,58339.973951146,54994.35,57664.850966586,91499980031.03542,1062399656260.8448
2021-03-30,2021-03-31,57612.522985506,59311.038575993,57140.7,58693.948561784,98089413349.6299,1089305782131.2916
2021-03-31,2021-04-01,58763.827956315,59777.71,57447.36,58719.454369704,102853343111.27643,1095749772784.0089
2021-04-01,2021-04-02,58751.790587493,59319.270690471,58147.844868494,58755.615177915,115654009708.86974,1099175922465.8892
2021-04-02,2021-04-03,58727.648378485,60063.776357555,58529.498116334,58963.327596364,105128774133.54964,1106625591884.8916
2021-04-03,2021-04-04,58975.833538924,59690.998041732,57022.931472565,57139.137960369,91212846892.23167,1100367640719.8984
2021-04-04,2021-04-05,57092.446157657,58412.534020509,56589.619340368,58215.19,104713372859.30452,1077506387550.9282
2021-04-05,2021-04-06,58197.978729273,59134.63,56844.948892987,58777.739363776,97931171132.71126,1084528725630.7042
2021-04-06,2021-04-07,59096.001689842,59398.742893012,57599.943563651,58093.238332403,104554598225.67928,1091770394390.8817
2021-04-07,2021-04-08,57979.296824399,58627.112892427,55558.496987732,56073.471560786,109029801399.0376,1064137361929.3365
2021-04-08,2021-04-09,55872.863775655,58087.980725351,55819.741035944,58019.88,104686589216.23338,1067929892061.7366
2021-04-09,2021-04-10,58077.06,58841.41,57722.220559993,58159.44,77270327841.63026,1087296640269.7361
2021-04-10,2021-04-11,58135.35,61210.69,57951.923907836,59747.436800736,103026133874.74176,1118708770341.1785
2021-04-11,2021-04-12,59716.553420893,60590.055143333,59246.503904371,60018.28649422,97875436776.96034,1117365110731.6228
2021-04-12,2021-04-13,60007.793017067,61095.008730683,59586.154028218,59940.53,100979406140.75008,1123013039967.3757
2021-04-13,2021-04-14,59868.27,63720.71,59868.27,63528.48,158430038672.48877,1161411096747.8167
2021-04-14,2021-04-15,63545.12,64816.101873759,61529.32,62628.975942463,173884088327.92194,1184937003554.743
2021-04-15,2021-04-16,62999.982633146,63628.83,62090.5,63183.14,169238154522.35883,1174837897129.074
2021-04-16,2021-04-17,63207.09,63493.56,60153.645486345,61504.768623643,165610153604.99374,1152385884372.2844
2021-04-17,2021-04-18,61342.968880339,62420.539256881,59767.22,60078.27,159749829773.17035,1144740077837.9856
2021-04-18,2021-04-19,60028.39,60274.64,52569.439888707,56037.128717561,185812398998.34134,1045652144527.6986
2021-04-19,2021-04-20,56183.520461118,57424.305365971,54333.899600625,55653.244867317,139509205538.41348,1052425348213.242
2021-04-20,2021-04-21,55653.851876131,56983.76,53488.26,56363.62,122923034039.2283,1036449270399.1387
2021-04-21,2021-04-22,56453.86,56715.885279141,53714.77,53889.33,114642171908.68785,1035703581381.6178
2021-04-22,2021-04-23,53868.59,55331.427986936,50591.899618194,51843.679797905,127377801203.73653,1005208001116.4878
2021-04-23,2021-04-24,51740.14985221,52049.554245881,47731.2,51020.041151817,172670297787.2005,931686556046.2334
2021-04-24,2021-04-25,51084.098508532,51084.098508532,48769.318568821,50007.715949987,118673612341.04921,934950269595.5847
2021-04-25,2021-04-26,50069.186874544,50471.37,47199.806670593,48987.681638512,73945549997.83684,927035095761.8909
2021-04-26,2021-04-27,49045.573224645,54229.301378494,48817.993817532,53954.40656687,97639482840.27106,988564795880.4296
